Name,City,Category,Type,Tags,Attaché Note,Website,Lat,Long,Country,Formatted Address
Jaanchie Restaurant,Westpunt,Food,Restaurant,"Food, Restaurant",,https://www.facebook.com/pages/Jaanchies-Restaurant/201932346487480,12.3706644,-69.1508775,Curaçao,"266 Westpunt G, Westpunt, Curaçao"
Jaffer Bhais Al Barsha-The Biryani King of Mumbai,Al Barsha,Food,Indian restaurant,"Food, Restaurant",,http://www.jafferbhais.ae/,25.1126954,55.1938364,United Arab Emirates,1 Al Barsha Rd - Al Barsha - Al Barsha 1 - Dubai - United Arab Emirates
Jaskan Grilli,Helsinki,Food,Hamburger restaurant,"Food, Restaurant",,,60.1741322,24.9307869,Finland,"Dagmarinkatu 2, 00100 Helsinki, Finland"
Jazz Upstairs,Lainchaur,Food,Pub,"Food, Outdoor Seating, View","Unfussy, rooftop hangout with outdoor seats offering cocktails & pub snacks, plus live bands & pool.",https://jazzupstairs.com.np/,27.720272,85.3189515,Nepal,"P8C9+3GC, लाजिम्पाट रोड, Kathmandu 44600, Nepal"
Jean Talon Market,Rosemont-La Petite-Patrie,Food,Farmers' market,"Food, Market","Established open-air market with many vendors selling produce, meats, cheeses, fish & baked goods.",https://www.marchespublics-mtl.com/marches/jean-talon/?utm_source=google&utm_medium=gmb&utm_campaign=communication&utm_term=&utm_content=,45.5361095,-73.6148902,Canada,"Jean Talon Market, Stand 233, 7070 Henri Julien Ave #223, Montreal, QC H2S 3A3, Canada"
JEF Sunrise Naha,1,Food,Fast food restaurant,"Food, Restaurant",,http://jefokinawa.co.jp/,26.212807,127.689284,Japan,"1-chōme-1-5 Tsuboya, Naha, Okinawa 902-0065, Japan"
JEUX JEUX okonomiyaki restaurant,London,Food,Japanese restaurant,"Food, Restaurant",,,51.5015135,-0.118408,United Kingdom,"3 Belvedere Rd, London SE1 7PB, UK"
Joe Allen,London,Food,American restaurant,"Food, Restaurant",New York style brasserie fare served from breakfast until famously late.,http://www.joeallen.co.uk/,51.5111571,-0.1204728,United Kingdom,"2 Burleigh St, London WC2R 0JJ, UK"
John Kavanagh The Gravediggers,Dublin 9,Food,Pub,"Food, Historic","Old-school pub dating from from 1833 with a weathered wooden bar, plus home-cooked meals.",,53.369637,-6.2719898,Ireland,"2 Prospect Square, Glasnevin, Dublin 9, D09 CF72, Ireland"
John's Coffee Shop,New York,Food,Diner,Food,"Coffee shop offering breakfast items like pancakes, sandwiches & sweets, with a brunch menu & WiFi.",http://johnscoffeenyc.com/,40.7511152,-73.9714941,,
Johnnie Walker Princes Street,Edinburgh,Food,Tourist attraction,Food,,https://www.johnniewalker.com/en-gb/visit-us-princes-street/?utm_source=gmb&utm_medium=organic&utm_campaign=websitebutton,55.9503025,-3.2076009,United Kingdom,"145 Princes St, Edinburgh EH2 4BL, UK"
Johny's Luncheonette,New York,Food,Breakfast restaurant,"Food, Historic, Restaurant","This small, old-school favorite serves lunch counter classics (including breakfast) all day.",http://johnysluncheonette.com/,40.7444444,-73.9930556,,
Jon G's Barbecue,Peachland,Food,Barbecue restaurant,"Bar, Food, Restaurant",Wareheim,http://www.jongsbarbecue.com/,34.9906683,-80.27028,,
Jongro BBQ,New York,Food,Korean barbecue restaurant,"Bar, Food, Restaurant","Serves Korean BBQ and other traditional dishes in a casual, open-timbered space with in-table grills.",https://www.jongrobbqny.com/,40.7475891,-73.986913,,
Jongro Gopchang,New York,Food,Korean barbecue restaurant,"Bar, Food, Restaurant",,https://www.jongrogopchang.com/,40.747582,-73.986898,,
Josmino,Tel Aviv-Yafo,Food,Barbecue restaurant,"Bar, Food, Restaurant",,https://www.facebook.com/pages/%D7%92%D7%A1%D7%9E%D7%99%D7%A0%D7%95/194222690996080,32.0647136,34.7726274,Israel,"Allenby St 99, Tel Aviv-Yafo, Israel"
Joy King Lau,London,Food,Chinese restaurant,"Food, Restaurant","Long-established, 3-floor restaurant with daily dim sum and a specials menu in Chinese only.",https://joykinglau.co.uk/,51.5111111,-0.1311111,United Kingdom,"3 Leicester St, London WC2H 7BL, UK"
June's Pizza,Oakland,Food,Pizza restaurant,"Food, Restaurant",,https://www.instagram.com/junes_pizza/,37.8189251,-122.2885856,,
Junior's Restaurant and Bakery,New York,Food,American restaurant,"Food, Historic, Restaurant","Cheesecakes are the star at this old New York-themed locale with deli and diner fare, BBQ, and a full bar.",http://www.juniorscheesecake.com/,40.7608923,-73.9841591,,
Junzi Kitchen,New York,Food,Chinese restaurant,"Food, Restaurant","Fast-casual spot for Chinese chun bing (savory pancakes) & noodles, with a late-night weekend menu.",http://www.junzi.kitchen/clb,40.8058205,-73.9651586,,
"K.O.B by Olivier, Lisboa",Lisboa,Food,Restaurant,"Food, Restaurant",,https://restauranteskob.com/restaurante-kob-lisboa/,38.7197878,-9.1510948,Portugal,"R. do Salitre 169, 1250-043 Lisboa, Portugal"
Kabab Erbil Iraqi Restaurant,Deira,Food,Restaurant,"Food, Restaurant",,http://kababerbil.com/,25.2675489,55.3215015,United Arab Emirates,10 Al Muraqqabat St - Deira - Dubai - United Arab Emirates
Kabira Park Observation Deck,Kabira,Food,Observation deck,Food,,,24.4603939,124.1428147,Japan,"Japan, 〒907-0453 Okinawa, Ishigaki, Kabira, 川平公園"
Kabusa Syokudo,Arakawa,Food,Syokudo and Teishoku restaurant,"Food, Restaurant",,https://kabusasyokudou.ti-da.net/,24.3526552,124.1509061,Japan,"418-1 Arakawa, Ishigaki, Okinawa 907-0024, Japan"
Kadıköy Produce Market,Kadıköy,Food,Produce market,"Food, Market",,,40.9898695,29.0246155,Türkiye,"Caferağa, Muvakkıthane Cd. No:18, 34710 Kadıköy/İstanbul, Türkiye"
Kaiserzeit Würstelstand,Leopoldstadt,Food,Takeaways,Food,,http://www.kaiserzeit.wien/,48.2190398,16.3709432,Austria,"Augartenbrücke 1, 1020 Wien, Austria"
Karim's Hotel Pvt. Ltd.,Kalan Mehal,Food,Mughlai restaurant,"Food, Restaurant","Busting Mughlai joint popular during Ramadan, with wide-ranging non-veg options & no-frills seating.",https://karimhotels.com/,28.6494961,77.2337642,India,"64, Kalan Mehal, Chandni Chowk, New Delhi, Delhi, 110002, India"
Karl Johan Hotel,Sentrum,Food,Restaurant,"Food, Restaurant",,http://www.karljohan.no/,59.9140076,10.7388541,Norway,"Karl Johans gt. 33, 0162 Oslo, Norway"
Kavos ERA,Vilnius,Food,Cafe,"Coffee, Food",,https://www.kavosera.lt/,54.6786167,25.2580143,Lithuania,"Savanorių pr. 6, 03116 Vilnius, Lithuania"
Keens Steakhouse,New York,Food,Steak house,Food,"Enormous steaks & signature mutton chops served in a maze of clubby, wood-paneled rooms.",http://www.keens.com/,40.7507861,-73.9864611,,
Kihei Fish House by Maui Grill,Kihei,Food,Seafood restaurant,"Food, Restaurant",,https://alohakiheifishhouse.com/,20.7311612,-156.4514029,,
Kikkoya,Kikkōyachō,Food,Japanese restaurant,"Food, Restaurant","Enduring restaurant with a laid-back vibe offering tofu dishes, shabu-shabu & a sake menu.",http://www.kyo-kikkoya.com/,35.0102721,135.7625853,Japan,"601 Kikkōyachō, Nakagyo Ward, Kyoto, 604-8105, Japan"
Kilauea Bakery & Pizza,Kilauea,Food,Bakery,"Bakery, Food","Espresso, breakfast, baked goods, smoothies & pizza served in snug dining room or covered courtyard.",https://kilaueabakery.com/,22.21228,-159.4067099,,
Kinaole Grill Food Truck,Kihei,Food,Restaurant,"Food, Restaurant",Tropical-themed food truck with classic Hawaiian bites like coconut shrimp & grilled mahi mahi.,https://facebook.com/KinaoleGrillFoodTruck/,20.7226853,-156.445923,,
King Tacos,Kin,Food,Taco restaurant,"Food, Restaurant",,https://www.facebook.com/kingtacos/,26.4532829,127.9172771,Japan,"4244-4 Kin, Kunigami District, Okinawa 904-1201, Japan"
King Tacos,1,Food,Taco restaurant,"Food, Restaurant",,,26.2624764,127.7610671,Japan,"3-chōme-1-1 Ginowan, Okinawa 901-2211, Japan"
Kinokuniya New York,New York,Food,Book store,Food,Japanese-based retailer known for its collection of Asian books & magazines.,https://usa.kinokuniya.com/,40.754107,-73.9849938,,
KLATCH COFFEE,Ōkawa,Food,Cafe,"Coffee, Food",,https://bit.ly/3Ixg3yC,24.3405199,124.1583076,Japan,"200-1 Ōkawa, Ishigaki, Okinawa 907-0022, Japan"
Knut Upplandsgatan,Stockholm,Food,Swedish restaurant,"Food, Restaurant",,http://restaurangknut.se/upplandsgatan,59.3381546,18.0528443,Sweden,"Upplandsgatan 17, 113 60 Stockholm, Sweden"
Koki riba Bloki (Truck di Pan),Willemstad,Food,Restaurant,"Food, Restaurant",,,12.1216546,-68.8955394,Curaçao,"2 Kaya Richard J. Beaujon, Willemstad, Curaçao"
Kőleves kert,VII. kerület,Food,,Food,,https://kolevesvendeglo.hu/,47.4991113,19.0612547,Hungary,"Budapest, Kazinczy u. 37-41, 1075 Hungary"
Koloa Fish Market,Koloa,Food,Seafood market,"Family Friendly, Food, Market",Family-owned counter-serve providing Hawaiian & American plate lunches to go & party platters.,https://koloafishmarket.com/,21.9020476,-159.4662337,,
Konditoria Hopia,Helsinki,Food,Coffee shop,"Coffee, Food",,,60.1776486,24.9265816,Finland,"Pohjoinen Hesperiankatu 9, 00260 Helsinki, Finland"
Korean BBQ House- Barbican,London,Food,Korean restaurant,"Food, Restaurant","Casual eatery featuring a mix of Korean & Japanese favourites, plus set menus & vegan options.",https://www.kbbqhouse.co.uk/,51.5221982,-0.0928092,United Kingdom,"107 Whitecross St, London EC1Y 8JD, UK"
Korean BBQ House- Canary Wharf,London,Food,Korean restaurant,"Food, Restaurant",,https://www.kbbqhouse.co.uk/,51.5061408,-0.0284226,United Kingdom,"33 Westferry Circus, London E14 8RR, UK"
Korean Dinner Party Restaurant Kingly Court,London,Food,Korean restaurant,"Food, Restaurant","Korean fusion, unique cocktails, art & curated tunes in a hopping locale with a popular brunch.",https://mymenuweb.com/uk/restaurants/639466/?utm_source=google_profile&utm_medium=google_profile&utm_campaign=admin,51.5127613,-0.1389821,United Kingdom,"23 Ganton St, Carnaby, London W1F 9BW, UK"
Koya Soho,London,Food,Udon noodle restaurant,"Food, Restaurant","Simple, cafe-style Japanese for udon noodles and small plates served at communal tables.",http://www.koya.co.uk/?utm_campaign=SDM&utm_id=GMB&utm_medium=website+click&utm_source=GMB,51.51364,-0.131701,United Kingdom,"50 Frith St, London W1D 4SQ, UK"
Kpod,Philadelphia,Food,Permanently closed,Food,Wareheim,http://podrestaurant.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,39.9539708,-75.196037,,
Kramers,Washington,Food,Book store,Food,"Landmark indie bookstore & cafe with a menu of upscale American fare, wine & draft beer. Open late.",https://www.kramers.com/,38.9108374,-77.0437687,,
Kunatsuyu,Ishigaki,Food,Noodle shop,Food,,https://www.instagram.com/kunatuyu/,24.3455462,124.1591472,Japan,"203 Ishigaki, Okinawa 907-0023, Japan"
Kushikatsu Daruma - Dotombori,6,Food,Kushiage and kushikatsu restaurant,"Food, Restaurant",Bustling eatery with counter seating specializing in chicken skewers & other street eat snacks.,https://k471506.gorp.jp/,34.6688351,135.502638,Japan,"Japan, 〒542-0071 Osaka, Chuo Ward, Dōtonbori, 1-chōme−6−８ 道頓堀だるまビル 1F,B1"
Kushikatsu Daruma - Shinsaibashi,5,Food,Kushiage and kushikatsu restaurant,"Food, Restaurant",,https://k471510.gorp.jp/,34.6720416,135.5014083,Japan,"1-chōme-5-15 Shinsaibashisuji, Chuo Ward, Osaka, 542-0085, Japan"
Kyoto International Manga Museum,Kinbukicho,Food,Museum,"Food, Museum","Museum featuring an extensive array of Japanese comic books & graphic novels, plus reading areas.",https://kyotomm.jp/,35.0118576,135.7594192,Japan,"452 Kinbukicho, Nakagyo Ward, Kyoto, 604-0846, Japan"
L'Antica Pizzeria da Michele,Napoli,Food,Pizza restaurant,"Food, Restaurant",,http://www.damichele.net/,40.8497563,14.2633002,Italy,"Via Cesare Sersale, 1, 80139 Napoli NA, Italy"
L'escale Boulogne-sur-mer,Boulogne-sur-Mer,Food,Brasserie,Food,,http://www.lescale-boulogne-sur-mer.com/,50.7304429,1.5963098,France,"52-54 Bd Sainte-Beuve, 62200 Boulogne-sur-Mer, France"
L'Industrie Pizzeria,Brooklyn,Food,Pizza restaurant,"Food, Historic, Outdoor Seating, Restaurant","Celebrated locale with covered outdoor seating, turning out classic old-world pies and slices, plus inventive flavor combinations.",http://www.lindustriebk.com/,40.7116053,-73.9578691,,
L’industrie Pizzeria West Village,New York,Food,Pizza restaurant,"Food, Restaurant",,https://www.lindustriebk.com/,40.7332224,-74.0049081,,
La Banquise,al,Food,Fast food restaurant,"Food, Restaurant","All-night diner for Québécois grub & local microbrews, with many poutine options & hefty breakfasts.",http://labanquise.com/,45.5253231,-73.5748058,,
La Cábala Taberna-Restaurante,Toledo,Food,Restaurant,"Food, Restaurant","Contemporary restaurant featuring seasonal, area-sourced dishes, plus an ample wine list & desserts.",https://restaurantelacabala.com/reservas,39.8581442,-4.023994,Spain,"C. Sinagoga, 6, 45001 Toledo, Spain"
La Cosecha Bar and Restaurant,Paso Robles,Food,Permanently closed,Food,"Creative Spanish & Latin American dishes, plus craft cocktails, served in a warm, relaxed ambiance.",http://www.lacosechabr.com/,35.6269246,-120.6894443,,
La Dolores,Centro,Food,Bar,"Bar, Food",,,40.4137703,-3.6957851,Spain,"Pl. Jesús, 4, Centro, 28014 Madrid, Spain"
La Espiga,Donostia,Food,Tapas bar,"Bar, Food","Lively, chic cafe-bar with murals, for Spanish snacks & larger plates, plus beers & local wines.",https://laespigabar.com/,43.3181328,-1.984038,Spain,"San Martzial Kalea, 48, 20005 Donostia, Gipuzkoa, Spain"
La Esquina,Centro,Food,Video karaoke,Food,,https://www.privateaser.es/local/52139-brindis-karaoke,40.4194324,-3.7027386,Spain,"C. de las Tres Cruces, 8, Centro, Centro, 28013 Madrid, Spain"
La Finestra,L'Eixample,Food,Pizza restaurant,"Food, Restaurant","Unassuming restaurant whipping up personal pizzas with a variety of toppings, plus beer & wine.",https://www.facebook.com/LaFinestraPizzaCafe/,39.4610542,-0.3716992,Spain,"Carrer dels Vivons, 16, L'Eixample, 46004 València, Valencia, Spain"
La Maison d’Isabelle,Paris,Food,Bakery,"Bakery, Food",,https://la-maison-disabelle.shop/,48.8498436,2.3482751,France,"47ter Bd Saint-Germain, 75005 Paris, France"
La Masardona,Napoli,Food,Pizza restaurant,"Food, Restaurant",Casual restaurant specializing in deep-fried pizza with a choice of sweet & savory fillings.,https://www.facebook.com/pages/Pizza-della-Masardona/38755589910?ref=bookmarks,40.8485423,14.2735339,Italy,"Via Giulio Cesare Capaccio, 27, 80142 Napoli NA, Italy"
La Nacional,Miravalle,Food,Fine dining restaurant,"Food, Restaurant","Upmarket restaurant serving refined meat & seafood dishes, plus tacos & Mexican beers.",http://www.lanacional.mx/,25.6741688,-100.3662279,Mexico,"Av San Jerónimo 1106, Miravalle, 64634 Monterrey, N.L., Mexico"
"La Poissonnerie Gourmande - poissonnerie, traiteur, restaurant",Boulogne-sur-Mer,Food,Fish restaurant,"Food, Restaurant",,http://poissonneriegourmande.ollca.com/,50.7219085,1.5964981,France,"19 Rue du Dr Duchenne, 62200 Boulogne-sur-Mer, France"
La Vera Pizza Fritta da Gennaro,Napoli,Food,Pizza restaurant,"Food, Restaurant",,,40.8441335,14.2480639,Italy,"Via del Formale, 56, 80134 Napoli NA, Italy"
Lades Menemen,Beyoğlu,Food,Turkish restaurant,"Food, Restaurant",Traditional Turkish cooking served from morning to night in a down-to-earth environment.,,41.0345944,28.9808312,Türkiye,"Katip Mustafa Çelebi, Sadri Alışık Sk. 11a, 34433 Beyoğlu/İstanbul, Türkiye"
Lago Bar and Restaurant,Tunbridge Wells,Food,Italian restaurant,"Food, Restaurant",,https://matteo725.wixsite.com/lagodicomo,51.1280946,0.260764,United Kingdom,"26 London Rd, Tunbridge Wells TN1 1DA, UK"
Lahore Karahi,London,Food,Pakistani restaurant,"Food, Restaurant",Basic yet always bustling BYO curry house serving large portions of Pakistani cuisine.,http://www.lahorekarahi.co.uk/,51.4295269,-0.1660938,United Kingdom,"1 Tooting High St, London SW17 0SN, UK"
Laksamania,London,Food,Malaysian restaurant,"Food, Restaurant","Satays, noodles & other traditional Malaysian eats served in casual quarters with an open kitchen.",http://www.laksamania.co.uk/,51.5163726,-0.1350387,United Kingdom,"92 Newman St, London W1T 3DT, UK"
Lammy's Restaurant,Bronx,Food,Jamaican restaurant,"Food, Restaurant",,,40.8908246,-73.8488178,,
Lan Fong Yuen,,Food,Hong Kong style fast food restaurant,"Food, Restaurant",,https://www.hklanfongyuen.com/en/,22.2827177,114.1537154,Hong Kong,"2 Gage St, Central, Hong Kong"
Landhuis Dokterstuin Restaurant Komedor Krioyo,Barber,Food,Restaurant,"Food, Restaurant",,http://m.facebook.com/pages/biz/Restaurant-Komedor-Krioyo-830637000295161/,12.2766896,-69.0719305,Curaçao,"7WGH+M6 Barber, Curaçao"
Lannan Bakery,Edinburgh,Food,Bakery,"Bakery, Food",,http://www.lannanbakery.com/,55.9597946,-3.2067364,United Kingdom,"29, 35b Hamilton Pl, Edinburgh EH3 5BA, UK"
Lappert's Hawaii,Poipu,Food,Ice cream shop,Food,"Relaxed local chain serving coffee, homemade ice cream & baked goods featuring macadamia nuts.",http://www.lappertshawaii.com/,21.8833919,-159.4693208,,
Laser Wolf,Philadelphia,Food,Middle Eastern restaurant,"Food, Restaurant",Wareheim,http://laserwolfphilly.com/,39.9706205,-75.1365325,,
Lavagna,New York,Food,Italian restaurant,"Food, Restaurant","Unassuming East Village Tuscan restaurant with a cozy, brick-walled setting.",http://www.lavagnanyc.com/,40.724121,-73.9823587,,
Le Beaujolais,London,Food,Wine bar,"Bar, Food, Wine","Ties and tankards hang off the ceiling in this intimate, lively wine bar serving rustic French food.",http://www.lebeaujolais.london/,51.5128394,-0.1285005,United Kingdom,"25 Litchfield St, London WC2H 9NJ, UK"
Le Bon Marché,Paris,Food,Department store,Food,"Upmarket 19th-century mall for designer apparel, housewares, beauty products & gourmet groceries.",https://www.lebonmarche.com/,48.851204,2.324485,France,"24 Rue de Sèvres, 75007 Paris, France"
Le Boulanger de la Tour,Paris,Food,Bakery,"Bakery, Food","Lauded bakery providing homemade baguettes, pastries & cakes for take-out or delivery.",https://boulangerdelatour.com/fr/,48.8499128,2.3547197,France,"2 Rue du Cardinal Lemoine, 75005 Paris, France"
Le Cadoret,Paris,Food,Restaurant,"Food, Restaurant",Heimy,https://www.facebook.com/Le-cadoret-142920366465634,48.8747781,2.3810074,France,"1 Rue Pradier, 75019 Paris, France"
Le Café du Commerce,Paris,Food,Brasserie,Food,,http://www.lecafeducommerce.com/,48.8464167,2.2954806,France,"51 Rue du Commerce, 75015 Paris, France"
Le Comptoir Restaurant,Boulogne-sur-Mer,Food,Permanently closed,Food,,,50.7227154,1.6068808,France,"20b Rue du Doyen, 62200 Boulogne-sur-Mer, France"
Le Petit Pontoise,Paris,Food,French restaurant,"Food, Historic, Restaurant","Homestyle roast meats, grilled fish & regional wines at an old-fashioned bistro with street tables.",https://www.lepetitpontoise.fr/,48.8498704,2.3521152,France,"9 Rue de Pontoise, 75005 Paris, France"
Le Petit Prince de Paris,Paris,Food,Fine dining restaurant,"Food, Restaurant","Cozy restaurant with whimsical decor, making refined French dishes incorporating high-end products.",https://www.lepetitprincedeparis.fr/,48.848434,2.3465274,France,"12 Rue de Lanneau, 75005 Paris, France"
Le Rendez-Vous Brasserie Restaurant,Barrière de Saint Gilles,Food,Brewery,Food,,http://rdvda.be/,50.8342765,4.3551521,Belgium,"Rue Dejoncker 26, 1060 Saint-Gilles, Belgium"
Le Tiers Mythe,Paris,Food,Book store,Food,,http://www.solifa.com/,48.8479977,2.3420148,France,"21 Rue Cujas, 75005 Paris, France"
Leah & Louise,Charlotte,Food,Restaurant,"Food, Restaurant",Wareheim,https://www.leahandlouise.com/,35.2457263,-80.8339169,,
Lechonera La Piraña,Bronx,Food,Puerto Rican restaurant,"Food, Restaurant",,,40.8155813,-73.9064658,,
Leoda's Kitchen and Pie Shop,Lahaina,Food,Pie shop,Food,Counter-serve cafe featuring farm-fresh American eats & handmade baked goods in a quaint setting.,http://www.leodas.com/,20.8113271,-156.6220146,,
Leopoldo Infante,Napoli,Food,Espresso bar,"Bar, Food",,http://www.leopoldoinfante.it/,40.847927,14.2496246,Italy,"Via Toledo, 8, 80134 Napoli NA, Italy"
Les Amoureuses,Paris,Food,Wine bar,"Bar, Food, Wine",,https://instagram.com/lesamoureuses.bar?igshid=YmMyMTA2M2Y=,48.853991,2.3672429,France,"3 Rue des Tournelles, 75004 Paris, France"
Les Flacons,Paris,Food,Wine bar,"Bar, Food, Wine",,,48.8491733,2.3470411,France,"34 Rue des Écoles, 75005 Paris, France"
Les Fous de L'Ile,Paris,Food,French restaurant,"Food, Restaurant","Traditional cuisine in a relaxed, modern bistro decorated with chicken-related images & objects.",https://lesfous.paris/,48.8522167,2.3567528,France,"33 Rue des Deux Ponts, 75004 Paris, France"
Les Saisons,Paris,Food,French restaurant,"Food, Restaurant","Bright, cozy restaurant dishing up classic dishes & meat mains, plus an extensive wine list.",https://www.restaurant-les-saisons.com/,48.8767405,2.3401593,France,"52 Rue Lamartine, 75009 Paris, France"
Lester's Deli,Outremont,Food,Deli,Food,Celebrated fixture providing hearty smoked meat sandwiches & deli sides in a basic setting.,http://www.lestersdeli.com/,45.5221555,-73.607131,Canada,"1057 Av. Bernard, Outremont, QC H2V 1V1, Canada"
Liholiho Yacht Club,San Francisco,Food,Asian restaurant,"Food, Restaurant","Buzzy, casual eatery in a brick-walled space with booths.",https://lycsf.com/,37.7882263,-122.4146051,,
Lillebrors bageri,Stockholm,Food,Bakery,"Bakery, Food",,http://lillebrors.se/,59.3400367,18.03423,Sweden,"Rörstrandsgatan 10, 113 40 Stockholm, Sweden"
Little Baobab SF,San Francisco,Food,Live music venue,Food,"Mission hangout for Senegalese food, exotic cocktails & world music to dance to on a tiny floor.",https://www.bissapbaobab.com/,37.7611234,-122.4191329,,
Little Miss India,The Palm Jumeirah,Food,Indian restaurant,"Food, Restaurant",,https://restaurantsandbars.accor.com/en/restaurant/A5F1_R006?utm_source=google+Maps&utm_medium=seo+maps&utm_campaign=seo+maps,25.1095138,55.1408052,United Arab Emirates,Hotel Fairmont - The Palm Jumeirah - Dubai - United Arab Emirates
Little Tibet Cafe & Gift Shop,Chhorepatan,Food,Cafe,"Coffee, Food",,,28.1874892,83.9566366,Nepal,"5XP4+XJW, Pokhara 33700, Nepal"
Lloyd's Carrot Cake,Bronx,Food,Bakery,"Bakery, Food",,http://www.lloydscarrotcake.com/,40.894063,-73.8967404,,
LOD - Lord of the Drinks,Thamel,Food,Night club,Food,,https://www.facebook.com/LOD.LordOfTheDrinks/,27.71667,85.3122359,Nepal,"P886+PVW, Kathmandu 44600, Nepal"
Lola,Seattle,Food,Greek restaurant,"Food, Restaurant","Lively eatery by Tom Douglas offering modern, Greek-influenced flavors showcasing local ingredients.",https://www.lolaseattle.com/?utm_source=gbp&utm_medium=organic&utm_campaign=fm,47.6133704,-122.3401365,,
Lombardi 1892,Napoli,Food,Pizza restaurant,"Food, Restaurant",,http://www.lombardi1892.it/,40.8553845,14.256377,Italy,"Via Foria, 14, 80137 Napoli NA, Italy"
Loretta's Northwesterner,Seattle,Food,Bar,"Bar, Food","Burgers, steaks, salads & beer offered in a no-frills hangout with a neighborhood vibe.",http://lorettasnorthwesterner.com/,47.5258666,-122.3151404,,
Los Rotos,Centro,Food,Tapas bar,"Bar, Food, Outdoor Seating","A long tapas menu, plus fish & meat dishes, in a cozy, brick-lined bar with a terrace.",,40.4129087,-3.6951015,Spain,"C. de las Huertas, 74, Centro, 28014 Madrid, Spain"
Los Tacos No. 1,New York,Food,Taco restaurant,"Food, Restaurant","Bustling taqueria serving tacos, quesadillas & aguas frescas in a street-style setup (no seating).",https://www.lostacos1.com/,40.7142906,-74.0087103,,
Los Tacos NYC,New York,Food,Restaurant,"Food, Restaurant",,,40.7265908,-73.9843149,,
Louvre Abu Dhabi,Al Reem Island,Food,Art museum,"Food, Museum","Innovative museum surrounded by water, featuring ancient to modern art pieces, kayaking & a cafe.",https://www.louvreabudhabi.ae/ar/,24.5336954,54.3981368,United Arab Emirates,GC44+GW3 - Al Reem Island - SDN1 - Abu Dhabi - United Arab Emirates
Lucia Pizza Of SoHo,New York,Food,Pizza restaurant,"Food, Restaurant",,https://lucia.pizza/,40.7214043,-74.0043748,,
Ludi's,Seattle,Food,Breakfast restaurant,"Food, Restaurant","No-nonsense diner fixing up breakfast favorites from morning to night, plus other everyday grub.",https://www.ludisrestaurantwa.com/,47.610944,-122.3407198,,
Lungo,,Food,Coffee shop,"Coffee, Food",,http://www.lungocoffeeroaster.com/,22.2782604,114.178228,Hong Kong,"314-324 Hennessy Rd, Wan Chai, Hong Kong"
M1lk,London,Food,Cafe,"Coffee, Food",Daytime cafe with artisan speciality coffees and innovative cuisine at breakfast and lunch.,http://www.milk.london/,51.4444691,-0.1508229,United Kingdom,"20a Bedford Hill, London SW12 9RG, UK"
Macrina Bakery & Cafe,Seattle,Food,Bakery,"Bakery, Food","Artisan breads, gourmet baked sweets & savory sandwiches served in a warm space.",http://macrinabakery.com/,47.6144996,-122.3480106,,
Magnolia Bakery,New York,Food,Bakery,"Bakery, Food","Cheerful bakeshop serving classic homemade cupcakes, pies & other treats at the counter.",http://www.magnoliabakery.com/,40.7358891,-74.0049542,,
Mahsuya Ishigaki,Ōkawa,Food,Ice cream shop,Food,,https://www.ma-suya.net/,24.3388582,124.157385,Japan,"245 Ōkawa, Ishigaki, Okinawa 907-0022, Japan"
Maison Antoine,Etterbeek,Food,Frituur,Food,"Hut established in 1948, serving classic Belgian fries with choice of sauces, plus burgers & snacks.",http://www.maisonantoine.be/,50.8368324,4.3814748,Belgium,"1040, Jourdanplein 1, 1040 Etterbeek, Belgium"
Maison Dandoy - Grand Place,Bruxelles,Food,Dessert shop,Food,,https://maisondandoy.com/fr/boutiques/rue-au-beurre,50.8474215,4.3515798,Belgium,"Rue au Beurre 31, 1000 Bruxelles, Belgium"
MAISONLEJABY - Boutique de lingerie française - Paris 6,Paris,Food,Lingerie store,Food,,https://www.maisonlejaby.com/,48.8529732,2.3292869,France,"70 Rue des Saints-Pères, 75007 Paris, France"
Makishi Public Market,10,Food,Market,"Food, Market",,https://www.makishi-public-market.jp/,26.2145927,127.6883013,Japan,"Japan, 〒900-0014 Okinawa, Naha, Matsuo, 2-chōme−10−１ 第一牧志公設市場"
Mamá Juana & Sons Café,1ro de Mayo,Food,Breakfast restaurant,"Food, Restaurant",,https://bit.ly/Menu-mama-juana-and-sons-cafe,23.0551372,-109.6982536,Mexico,"C. Valerio González 20, 1ro de Mayo, 23400 San José del Cabo, B.C.S., Mexico"
Mama Li,London,Food,Cantonese restaurant,"Food, Restaurant",,http://mamali.co.uk/,51.5096692,-0.0810467,United Kingdom,"22 Great Tower St, London EC3R 5AQ, UK"
Mandabatmaz,Beyoğlu,Food,Cafe,"Coffee, Food",,http://www.mandabatmaz.com.tr/,41.0327333,28.9762359,Türkiye,"Asmalı Mescit, Olivya Gç. 1/A, 34430 Beyoğlu/İstanbul, Türkiye"
Manneken Pis Damrak,Amsterdam-Centrum,Food,Fast food restaurant,"Food, Restaurant",,https://mannekenpis.nl/,52.3757589,4.896192,Netherlands,"Damrak 40A, 1012 LK Amsterdam, Netherlands"
manteca,London,Food,Italian restaurant,"Food, Restaurant","Fire-cooked nose-to-tail cuts of meat meet hand-rolled pasta in this simple, Italian-inspired diner.",http://www.mantecarestaurant.co.uk/,51.5240111,-0.0805608,United Kingdom,"49-51 Curtain Rd, London EC2A 3PT, UK"
